trial_id,title,status,phase,sponsor,sponsor_class,intervention_names,intervention_types,countries,regions,last_update_posted,has_results,source_url
NCT01705977,Belimumab Assessment of Safety in SLE,COMPLETED,Phase 4,GlaxoSmithKline,INDUSTRY,Belimumab 10 mg/kg plus standard therapy; Placebo plus standard therapy; Standard therapy,biological; other,Argentina; Australia; Brazil; Bulgaria; Canada; Chile; Colombia; Croatia; Czechia; Estonia; Hong Kong; Hungary; Indonesia; Italy; Lithuania; Malaysia; Mexico; New Zealand; Peru; Philippines; Poland; Portugal; Romania; Russia; Serbia; Slovakia; South Korea; Spain; Switzerland; Taiwan; Thailand; Ukraine; United States,East Asia; Europe; Latin America; North America; Oceania; Other / Global; Southeast Asia,2024-07-15,True,https://clinicaltrials.gov/study/NCT01705977
NCT01709474,Vitamin D3 Treatment in Pediatric Systemic Lupus Erythematosus,TERMINATED,Phase 2,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Vitamin D3 400 IU; Vitamin D3 6000 IU,drug,United States,North America,2015-12-17,True,https://clinicaltrials.gov/study/NCT01709474
NCT01712529,"Physical Exercise, Endothelial Function and Progenitor Endothelial Cells in Systemic Lupus Erythematosus Patients",UNKNOWN,N/A,Federal University of São Paulo,OTHER,Supervised physical exercise,behavioral,Brazil,Latin America,2012-10-23,False,https://clinicaltrials.gov/study/NCT01712529
NCT01714817,Efficacy and Safety Study of Abatacept to Treat Lupus Nephritis,TERMINATED,Phase 3,Bristol-Myers Squibb,INDUSTRY,BMS-188667; Mycophenolate mofetil; Placebo matching with BMS-188667; Prednisone,biological; drug,Argentina; Australia; Brazil; Canada; Chile; China; Colombia; Czechia; Hong Kong; India; Israel; Italy; Japan; Mexico; Peru; Puerto Rico; Romania; Russia; South Korea; Spain; Taiwan; Turkey (Türkiye); United States,East Asia; Europe; Latin America; Middle East; North America; Oceania; Other / Global; South Asia,2021-02-26,True,https://clinicaltrials.gov/study/NCT01714817
NCT01716312,Omalizumab for Lupus,COMPLETED,Phase 1,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,Omalizumab,drug,United States,North America,2022-04-20,False,https://clinicaltrials.gov/study/NCT01716312
NCT01729455,Safety and Effectiveness of BENLYSTA (Belimumab) in Systemic Lupus Erythematosus (SLE) Registry,COMPLETED,N/A,GlaxoSmithKline,INDUSTRY,Benlysta; Standard of Care (SoC) Therapy,biological; other,Argentina; Austria; Belgium; Canada; France; Germany; Israel; Italy; Portugal; Slovakia; Spain; Sweden; United States,Europe; Latin America; Middle East; North America,2026-03-20,True,https://clinicaltrials.gov/study/NCT01729455
NCT01731054,Functional MRI in Lupus Nephritis,COMPLETED,N/A,Biogen,INDUSTRY,,,United States,North America,2015-04-27,False,https://clinicaltrials.gov/study/NCT01731054
NCT01741012,Study to Determine if Gardasil Vaccine is Safe and Effective in Lupus Patients,COMPLETED,Phase 1,Wayne State University,OTHER,Gardasil,drug,United States,North America,2018-11-05,True,https://clinicaltrials.gov/study/NCT01741012
NCT01741857,Umbilical Cord Derived Mesenchymal Stem Cells Transplantation for Active and Refractory Systemic Lupus Erythematosus,UNKNOWN,"Phase 1, Phase 2",The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,OTHER,human umbilical cord derived MSC transplantation for SLE,biological,China,East Asia,2013-11-05,False,https://clinicaltrials.gov/study/NCT01741857
NCT01753193,"An Open-label Study to Evaluate the Long-term Safety of MEDI-546, for the Treatment of SLE, in Adults",COMPLETED,Phase 2,MedImmune LLC,INDUSTRY,Anifrolumab,biological,Brazil; Bulgaria; Colombia; Czechia; Hungary; Mexico; Peru; Poland; Romania; South Korea; Taiwan; Ukraine; United States,East Asia; Europe; Latin America; North America; Other / Global,2019-07-31,True,https://clinicaltrials.gov/study/NCT01753193
NCT01753401,Acthar for the Treatment of Systemic Lupus Erythematosus (SLE) in Patients With a History of Persistently Active Disease,COMPLETED,Phase 4,Mallinckrodt,INDUSTRY,Acthar; Placebo; Steroid Drug,drug,United States,North America,2020-02-27,True,https://clinicaltrials.gov/study/NCT01753401
NCT01761422,Myocardial Inflammation in Systemic Lupus Erythematosus,ACTIVE_NOT_RECRUITING,N/A,Stacy Ardoin MD,OTHER,,,United States,North America,2025-12-18,False,https://clinicaltrials.gov/study/NCT01761422
NCT01764594,Safety Study of CDP7657 in Patients With Systemic Lupus Erythematosus,COMPLETED,Phase 1,UCB Pharma,INDUSTRY,CDP7657; Placebo,biological; other,Belgium; Bulgaria; Germany; Poland; Romania; Russia; Spain,Europe; Other / Global,2015-07-16,False,https://clinicaltrials.gov/study/NCT01764594
NCT01765842,Comparison of the Efficacy of Two Rituximab Treatment Regimens in Patients With Lupus Nephropathy,TERMINATED,Phase 3,Fundación Pública Andaluza Progreso y Salud,OTHER,Rituximab,biological,Spain,Europe,2015-07-10,False,https://clinicaltrials.gov/study/NCT01765842
NCT01769937,Open-label Trial of Acthar Gel in Subjects With Moderate to Severe Active Systemic Lupus Erythematosus,COMPLETED,Phase 4,"Fiechtner, Justus J., M.D., P.C.",INDIV,H.P. Acthar Gel,drug,United States,North America,2013-07-23,False,https://clinicaltrials.gov/study/NCT01769937
NCT01772069,Health-Related Quality of Life in Patients With Systemic Lupus Erythematosus:Focusing on Fibromyalgia,COMPLETED,N/A,The Catholic University of Korea,OTHER,,,,,2017-02-02,False,https://clinicaltrials.gov/study/NCT01772069
NCT01773616,Trial of Rituximab and Mycophenolate Mofetil Without Oral Steroids for Lupus Nephritis,TERMINATED,Phase 3,Imperial College London,OTHER,Methyl prednisolone; Mycophenolate mofetil; Oral prednisolone; Rituximab,drug,United Kingdom,Europe,2018-02-01,False,https://clinicaltrials.gov/study/NCT01773616
NCT01777256,"An Adaptive Phase II Study to Evaluate the Efficacy, Pharmacodynamics, Safety and Tolerability of GSK2586184",TERMINATED,Phase 2,GlaxoSmithKline,INDUSTRY,GSK2586184 100 mg; GSK2586184 200 mg; GSK2586184 400 mg; GSK2586184 50 mg; Placebo,drug,Argentina; Chile; Czechia; Estonia; France; Germany; Greece; Hong Kong; Hungary; Peru; Poland; Romania; South Africa; South Korea; Spain; Sweden,Africa; East Asia; Europe; Latin America; Other / Global,2017-04-26,False,https://clinicaltrials.gov/study/NCT01777256
NCT01781611,Dipyridamole Assessment for Flare Reduction in Systemic Lupus Erythematosus (SLE),TERMINATED,N/A,Oklahoma Medical Research Foundation,OTHER,81mg aspirin; extended release dipyridamole 200mg/aspirin 25mg,drug,United States,North America,2020-11-25,True,https://clinicaltrials.gov/study/NCT01781611
NCT01802034,"Repository of Novel Analytes Leading to Autoimmune, Inflammatory and Diabetic Nephropathies (RENAL AID)",RECRUITING,N/A,The Rogosin Institute,OTHER,,,United States,North America,2025-04-04,False,https://clinicaltrials.gov/study/NCT01802034
NCT01837875,Intervention to Improve Quality of Life in African American Lupus Patients,COMPLETED,N/A,Medical University of South Carolina,OTHER,Chronic Disease Self-Management Program (CDSMP); Listserv; Mail-delivered arthritis kit; Support group,behavioral,United States,North America,2018-06-15,False,https://clinicaltrials.gov/study/NCT01837875
NCT01838694,"Double-Blinded, Randomized, Placebo-Controlled Study to Investigate the Safety, Tolerability, Pharmacokinetics, and Biochemical Activity of Intravenous Cpn10 Administration in Subjects With Mild to Moderate SLE.",COMPLETED,"Phase 1, Phase 2","Invion, Inc.",INDUSTRY,Ala-Cpn10; Placebo,biological; drug,United States,North America,2017-01-30,True,https://clinicaltrials.gov/study/NCT01838694
NCT01840709,Effectiveness Study of Psychotherapy in Systemic Lupus Erythematosus,UNKNOWN,N/A,Federal University of São Paulo,OTHER,Psychotherapy,behavioral,Brazil,Latin America,2014-01-09,False,https://clinicaltrials.gov/study/NCT01840709
NCT01852851,Employment and Arthritis: Making it Work,ACTIVE_NOT_RECRUITING,N/A,University of British Columbia,OTHER,Employment and Arthritis: Making it Work,behavioral,Canada,North America,2026-05-01,False,https://clinicaltrials.gov/study/NCT01852851
NCT01858792,A Pooled Analysis of the HGS1006-C1056 (BLISS-52) and HGS1006-C1057 (BLISS-76) Studies,COMPLETED,N/A,"Human Genome Sciences Inc., a GSK Company",INDUSTRY,Belimumab 1 mg/kg; Belimumab 10 mg/kg; Placebo,drug; other,,,2013-05-21,False,https://clinicaltrials.gov/study/NCT01858792
NCT01861561,Low-dose VS High-dose IV Cyclophosphamide for Proliferative LN in Children,TERMINATED,Phase 4,Mahidol University,OTHER,High-dose intravenous cyclophosphamide; Low-dose intravenous cyclophosphamide,drug,Thailand,Southeast Asia,2020-09-04,False,https://clinicaltrials.gov/study/NCT01861561
NCT01863641,The Effect of Calcitriol on Progress and Activity of Lupus Nephritis,UNKNOWN,Phase 2,Guilan University of Medical Sciences,OTHER,calcitriol; placebo,drug,Iran,Other / Global,2013-05-29,False,https://clinicaltrials.gov/study/NCT01863641
NCT01889641,IL-26 and Systemic Lupus Erythematosus,TERMINATED,N/A,"University Hospital, Strasbourg, France",OTHER,,,France,Europe,2017-09-08,False,https://clinicaltrials.gov/study/NCT01889641
NCT01889654,Anti-nucleosome B Lymphocytes in Lupus,TERMINATED,N/A,"University Hospital, Strasbourg, France",OTHER,Venous blood sampling,other,France,Europe,2017-09-11,False,https://clinicaltrials.gov/study/NCT01889654
NCT01892748,"Cholecalciferol Supplementation on Disease Activity, Fatigue and Bone Mass on Juvenile Systemic Lupus Erythematosus.",COMPLETED,N/A,ROSA MARIA RODRIGUES PEREIRA,OTHER,Cholecalciferol; Placebo,drug,Brazil,Latin America,2016-05-12,False,https://clinicaltrials.gov/study/NCT01892748
NCT01894360,"A Study to Estimate the Relative Bioavailability, Tolerability and Safety of a Single Dose of Belimumab Self-Administered Subcutaneously (SC) by Healthy Subjects",COMPLETED,Phase 1,GlaxoSmithKline,INDUSTRY,Belimumab 200 mg/mL,drug,United States,North America,2017-05-15,False,https://clinicaltrials.gov/study/NCT01894360
NCT01904812,Longitudinal Study of Quality of Life and Activity in Systemic Lupus Erythematosus,COMPLETED,N/A,Centre Hospitalier Universitaire Dijon,OTHER,Questionnaire about quality of life and satisfaction,other,France,Europe,2026-03-12,False,https://clinicaltrials.gov/study/NCT01904812
NCT01911169,Vitamin D to Improve Endothelial Function in SLE,COMPLETED,Phase 2,Medical University of South Carolina,OTHER,Cholecalciferol,drug,United States,North America,2017-10-27,True,https://clinicaltrials.gov/study/NCT01911169
NCT01914770,Effectiveness of Belimumab Treatment in a Subpopulation of Systemic Lupus Erythematosus (SLE) Patients: a Pooled Analysis of BLISS-52 and BLISS-76,COMPLETED,N/A,GlaxoSmithKline,INDUSTRY,Belimumab 1 mg/kg; Belimumab 10 mg/kg; Placebo,drug,,,2013-09-16,False,https://clinicaltrials.gov/study/NCT01914770
NCT01926054,ACTHAR GEL in Patients With Membranous (Class V) Lupus Nephritis,WITHDRAWN,Phase 4,Ohio State University,OTHER,Acthar gel,drug,United States,North America,2018-05-11,False,https://clinicaltrials.gov/study/NCT01926054
NCT01930890,BIIB023 Long-Term Extension Study in Subjects With Lupus Nephritis,TERMINATED,Phase 2,Biogen,INDUSTRY,BIIB023; mycophenolate mofetil; oral corticosteroids,biological; drug,Argentina; Australia; Belgium; Brazil; Colombia; France; Hong Kong; Hungary; Italy; Malaysia; Mexico; Peru; Philippines; Poland; Russia; South Korea; Spain; Thailand; United States,East Asia; Europe; Latin America; North America; Oceania; Other / Global; Southeast Asia,2017-01-18,True,https://clinicaltrials.gov/study/NCT01930890
NCT01931644,"At-Home Research Study for Patients With Autoimmune, Inflammatory, Genetic, Hematological, Infectious, Neurological, CNS, Oncological, Respiratory, Metabolic Conditions",COMPLETED,N/A,Sanguine Biosciences,INDUSTRY,,,United States,North America,2024-04-18,False,https://clinicaltrials.gov/study/NCT01931644
NCT01946880,Randomized MMF Withdrawal in Systemic Lupus Erythematosus (SLE),TERMINATED,Phase 2,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Hydroxychloroquine or Chloroquine; Mycophenolate Mofetil; Prednisone,drug,United States,North America,2020-08-17,True,https://clinicaltrials.gov/study/NCT01946880
NCT01952275,Observational Study of the Genetic Architecture of Neutrophil-Mediated Inflammatory Skin Diseases,UNKNOWN,N/A,University of Zurich,OTHER,Collection of biological samples,procedure,Switzerland,Europe,2016-09-27,False,https://clinicaltrials.gov/study/NCT01952275
NCT01953835,A Two-part Study to Investigate the Interaction and Pharmacokinetics of GSK2586184,COMPLETED,Phase 1,GlaxoSmithKline,INDUSTRY,GSK2586184 new formulation; GSK2586184 standard formulation; Rosuvastatin; Simvastatin,drug,United States,North America,2021-06-23,False,https://clinicaltrials.gov/study/NCT01953835
NCT01956188,Omega 3 in LES and APS,UNKNOWN,N/A,University of Sao Paulo,OTHER,EPA and DHA supplementation; Placebo,dietary_supplement,Brazil,Latin America,2017-09-27,False,https://clinicaltrials.gov/study/NCT01956188
NCT01972568,Efficacy and Safety of Atacicept in Systemic Lupus Erythematosus,COMPLETED,Phase 2,EMD Serono,INDUSTRY,Atacicept 150 mg; Atacicept 75 milligram (mg); Placebo,drug,Argentina; Brazil; Bulgaria; Chile; Czechia; Germany; Italy; Japan; Mexico; Peru; Philippines; Poland; Russia; South Africa; South Korea; Spain; United Kingdom; United States,Africa; East Asia; Europe; Latin America; North America; Other / Global; Southeast Asia,2018-01-02,True,https://clinicaltrials.gov/study/NCT01972568
NCT01988506,Induction of Regulatory t Cells by Low Dose il2 in Autoimmune and Inflammatory Diseases,COMPLETED,Phase 2,Assistance Publique - Hôpitaux de Paris,OTHER,Interleukin 2,drug,France,Europe,2021-07-20,False,https://clinicaltrials.gov/study/NCT01988506
NCT01992666,GENetic & Immunologic Abnomalies in Systemic Lupus Erythematosus,COMPLETED,N/A,Hospices Civils de Lyon,OTHER,Blood sampling,genetic,France,Europe,2025-12-19,False,https://clinicaltrials.gov/study/NCT01992666
NCT02006784,Pilot Study to Assess Flares Following Inactivated Influenza Vaccine in Children With Systemic Lupus Erythematosus (SLE),COMPLETED,N/A,Vanderbilt University,OTHER,,,United States,North America,2017-05-03,False,https://clinicaltrials.gov/study/NCT02006784
NCT02021513,Pilot Study - Effect of Omega-3 on Systemic Lupus Erythematosus,COMPLETED,Phase 2,University of Texas Southwestern Medical Center,OTHER,Fish Oil; Olive Oil,dietary_supplement,United States,North America,2013-12-27,False,https://clinicaltrials.gov/study/NCT02021513
NCT02037971,Aerobic Exercise on Improving Sleep in Systemic Lupus Erythematosus.,UNKNOWN,N/A,Federal University of São Paulo,OTHER,Aerobic Exercise; Control Group,other; procedure,Brazil,Latin America,2014-01-16,False,https://clinicaltrials.gov/study/NCT02037971
NCT02041091,A Study of Tabalumab (LY2127399) Using Two Different Injection Methods in Participants With Lupus,TERMINATED,Phase 3,Eli Lilly and Company,INDUSTRY,Tabalumab Auto-Injector; Tabalumab Prefilled Syringe,drug,Puerto Rico; South Korea; United States,North America; Other / Global,2018-06-15,True,https://clinicaltrials.gov/study/NCT02041091
NCT02066311,Nelfinavir in Systemic Lupus Erythematosus,TERMINATED,Phase 2,Northwell Health,OTHER,Nelfinavir,drug,United States,North America,2020-02-24,True,https://clinicaltrials.gov/study/NCT02066311
NCT02070978,Long-term Safety and Tolerability of Atacicept (Long-term Follow-Up of Participant Who Participated in ADDRESS II),TERMINATED,Phase 2,EMD Serono,INDUSTRY,Atacicept 150 mg; Atacicept 75 mg,drug,Argentina; Brazil; Bulgaria; Chile; Czechia; Germany; Italy; Mexico; Peru; Philippines; Poland; Russia; South Africa; South Korea; Spain; United Kingdom; United States,Africa; Europe; Latin America; North America; Other / Global; Southeast Asia,2019-03-21,True,https://clinicaltrials.gov/study/NCT02070978
NCT02074020,CHABLIS-SC2: A Study of the Efficacy and Safety of Subcutaneous Blisibimod in Subjects With Systemic Lupus Erythematosus With or Without Nephritis,WITHDRAWN,Phase 3,Anthera Pharmaceuticals,INDUSTRY,Blisibimod; Placebo,drug,,,2015-08-13,False,https://clinicaltrials.gov/study/NCT02074020
NCT02080195,Nonmyeloablative Conditioning and Transplantation for Patients With Refractory Systemic Lupus Erythematosus (SLE),TERMINATED,"Phase 1, Phase 2",Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,OTHER,Allogeneic bone marrow transplant; Cyclophosphamide; Fludarabine; Mycophenolate Mofetil; Rabbit antithymocyte globulin; Tacrolimus; Total body irradiation,biological; drug; radiation,United States,North America,2019-10-02,True,https://clinicaltrials.gov/study/NCT02080195
NCT02081183,A Study to Evaluate Efficacy of CellCept (Mycophenolate Mofetil) in Patients With Lupus Nephritis,TERMINATED,Phase 3,Hoffmann-La Roche,INDUSTRY,"Cyclophosphamide, Induction Phase; Cyclophosphamide, Maintenance Phase; Mycophenolate mofetil (MMF); Prednisone",drug,Venezuela,Other / Global,2014-07-17,True,https://clinicaltrials.gov/study/NCT02081183
NCT02084238,Low-dose IL-2( Interleukin-2) Treatment in SLE,COMPLETED,N/A,Peking University People's Hospital,OTHER,Interleukin-2,drug,China,East Asia,2020-04-03,True,https://clinicaltrials.gov/study/NCT02084238
NCT02102594,Therapy of Antibody-mediated Autoimmune Diseases by Bortezomib (TAVAB),TERMINATED,Phase 2,"Charite University, Berlin, Germany",OTHER,Bortezomib,drug,Germany,Europe,2019-12-03,False,https://clinicaltrials.gov/study/NCT02102594
